data,produto,regiao,quantidade,preco_unitario,faturamento
2024-02-18,Mouse,Norte,6,111.93,671.56
2024-02-18,Placa de Vídeo,Norte,4,1786.41,7145.66
2024-02-18,Placa de Vídeo,Sudeste,4,1817.53,7270.11
2024-02-18,Placa de Vídeo,Centro-Oeste,5,1666.33,8331.64
2024-02-18,SSD,Norte,1,489.11,489.11
2024-02-18,SSD,Nordeste,5,365.77,1828.87
2024-02-18,Mouse,Nordeste,4,120.78,483.14
2024-02-19,Mouse,Sudeste,8,127.36,1018.9
2024-02-19,SSD,Norte,6,429.93,2579.57
2024-02-19,SSD,Nordeste,2,395.1,790.2
2024-02-19,Mouse,Nordeste,7,116.25,813.73
2024-02-19,Placa de Vídeo,Norte,3,1693.0,5079.01
2024-02-19,SSD,Nordeste,5,479.42,2397.1
2024-02-20,Placa de Vídeo,Nordeste,5,1965.85,9829.24
2024-02-20,Mouse,Sudeste,5,103.53,517.64
2024-02-20,SSD,Sul,3,451.57,1354.7
2024-02-20,SSD,Nordeste,4,445.47,1781.9
2024-02-20,Mouse,Centro-Oeste,5,100.51,502.56
2024-02-20,Mouse,Sul,4,124.81,499.25
2024-02-21,SSD,Norte,4,457.76,1831.05
2024-02-21,Placa de Vídeo,Sul,2,1730.43,3460.86
2024-02-21,SSD,Sul,4,413.27,1653.1
2024-02-21,Mouse,Norte,7,148.55,1039.85
2024-02-21,Mouse,Sudeste,7,120.0,840.02
2024-02-22,Placa de Vídeo,Norte,6,1915.06,11490.36
2024-02-22,SSD,Norte,4,527.05,2108.19
2024-02-22,SSD,Nordeste,1,408.09,408.09
2024-02-22,Mouse,Sul,6,140.12,840.73
2024-02-22,SSD,Nordeste,8,422.29,3378.32
2024-02-22,SSD,Norte,4,434.23,1736.91
2024-02-22,Placa de Vídeo,Norte,5,1784.81,8924.07
2024-02-22,Mouse,Nordeste,7,108.6,760.18
2024-02-22,Placa de Vídeo,Nordeste,6,1817.79,10906.75
2024-02-22,Mouse,Nordeste,9,111.1,999.94
2024-02-22,Mouse,Sudeste,7,124.72,873.04
2024-02-23,SSD,Sul,2,398.53,797.06
2024-02-23,Placa de Vídeo,Sul,3,1810.8,5432.4
2024-02-23,SSD,Norte,6,352.91,2117.47
2024-02-23,Mouse,Sudeste,4,106.94,427.78
2024-02-23,SSD,Norte,1,435.18,435.18
2024-02-23,Mouse,Sudeste,2,99.78,199.56
2024-02-23,Mouse,Sul,5,131.43,657.13
2024-02-23,Mouse,Centro-Oeste,3,105.09,315.28
2024-02-24,SSD,Sudeste,6,516.48,3098.88
2024-02-24,Placa de Vídeo,Sudeste,6,1766.77,10600.65
2024-02-24,Mouse,Sul,2,129.97,259.94
2024-02-24,SSD,Sul,3,427.88,1283.65
2024-02-24,Placa de Vídeo,Centro-Oeste,4,1616.89,6467.54
2024-02-24,Mouse,Sudeste,5,101.57,507.87
2024-02-24,SSD,Nordeste,4,446.31,1785.23
2024-02-24,Placa de Vídeo,Centro-Oeste,6,1670.92,10025.53
2024-02-24,SSD,Centro-Oeste,7,436.46,3055.2
2024-02-24,Placa de Vídeo,Sudeste,2,1957.99,3915.99
2024-02-24,Placa de Vídeo,Sudeste,6,1732.07,10392.42
2024-02-24,Mouse,Norte,8,107.64,861.09
2024-02-25,Mouse,Norte,5,135.54,677.71
2024-02-25,Placa de Vídeo,Sudeste,6,1657.7,9946.22
2024-02-25,SSD,Sudeste,3,436.88,1310.65
2024-02-25,Placa de Vídeo,Norte,2,1880.11,3760.22
2024-02-25,SSD,Sul,3,449.72,1349.15
2024-02-25,Mouse,Sudeste,8,116.77,934.13
2024-02-25,SSD,Sul,3,557.12,1671.36
2024-02-25,Placa de Vídeo,Nordeste,3,1806.47,5419.41
2024-02-25,SSD,Norte,9,377.57,3398.11
2024-02-25,Placa de Vídeo,Sul,2,1848.31,3696.61
2024-02-25,SSD,Norte,4,540.35,2161.41
2024-02-26,Mouse,Norte,6,109.83,658.95
2024-02-26,Mouse,Sul,3,104.79,314.38
2024-02-26,Placa de Vídeo,Sul,3,1884.79,5654.38
2024-02-26,Mouse,Centro-Oeste,8,130.07,1040.58
2024-02-26,SSD,Nordeste,5,511.12,2555.61
2024-02-27,Placa de Vídeo,Nordeste,4,1684.32,6737.26
2024-02-27,Placa de Vídeo,Sudeste,1,1892.38,1892.38
2024-02-27,SSD,Sudeste,5,420.73,2103.67
2024-02-27,Mouse,Sul,5,148.36,741.78
2024-02-27,Mouse,Sul,7,121.15,848.08
2024-02-27,SSD,Sudeste,8,454.96,3639.7
2024-02-27,Placa de Vídeo,Centro-Oeste,2,1800.46,3600.92
2024-02-27,SSD,Centro-Oeste,2,482.8,965.59
2024-02-27,SSD,Nordeste,3,545.63,1636.89
2024-02-28,SSD,Centro-Oeste,4,465.08,1860.33
2024-02-28,SSD,Nordeste,6,432.32,2593.92
2024-02-28,SSD,Centro-Oeste,5,502.83,2514.17
2024-02-28,SSD,Sudeste,6,457.44,2744.64
2024-02-28,Placa de Vídeo,Sul,2,1906.06,3812.12
2024-02-28,Placa de Vídeo,Norte,5,1693.64,8468.18
2024-02-28,Mouse,Centro-Oeste,5,109.58,547.91
2024-02-28,Mouse,Norte,7,99.43,696.01
2024-02-28,SSD,Centro-Oeste,4,456.65,1826.6
2024-02-28,SSD,Norte,4,434.47,1737.86
2024-02-28,Placa de Vídeo,Centro-Oeste,2,1769.44,3538.88
2024-02-28,SSD,Norte,8,441.76,3534.04
2024-02-28,SSD,Sul,5,480.41,2402.06
2024-02-29,Placa de Vídeo,Sudeste,7,1935.11,13545.75
2024-02-29,SSD,Sul,4,485.45,1941.79
2024-02-29,Mouse,Centro-Oeste,3,116.36,349.08
2024-02-29,SSD,Sudeste,2,374.4,748.8
2024-02-29,Mouse,Centro-Oeste,3,108.97,326.92
2024-02-29,Placa de Vídeo,Nordeste,6,1965.62,11793.72
2024-02-29,Mouse,Centro-Oeste,5,144.29,721.43
2024-03-01,Mouse,Sudeste,6,117.68,706.08
2024-03-01,Mouse,Norte,5,115.54,577.7
2024-03-01,Mouse,Norte,2,116.3,232.61
2024-03-01,Placa de Vídeo,Sudeste,2,1981.34,3962.68
2024-03-01,Mouse,Norte,3,114.86,344.57
2024-03-01,Placa de Vídeo,Centro-Oeste,2,1669.12,3338.24
2024-03-01,Mouse,Sul,9,149.02,1341.14
2024-03-01,Mouse,Centro-Oeste,7,93.87,657.12
2024-03-02,SSD,Nordeste,3,435.15,1305.45
2024-03-02,Placa de Vídeo,Sudeste,2,1784.03,3568.06
2024-03-02,Mouse,Nordeste,6,126.45,758.71
2024-03-02,SSD,Nordeste,7,462.98,3240.85
2024-03-02,SSD,Norte,6,377.85,2267.07
2024-03-02,SSD,Centro-Oeste,5,457.1,2285.48
2024-03-02,Placa de Vídeo,Centro-Oeste,4,1590.01,6360.05
2024-03-02,Mouse,Sudeste,6,123.51,741.05
2024-03-02,Mouse,Nordeste,7,135.53,948.72
2024-03-03,Placa de Vídeo,Norte,3,1642.66,4927.97
2024-03-03,SSD,Centro-Oeste,6,401.16,2406.94
2024-03-03,Mouse,Nordeste,5,123.93,619.67
2024-03-03,Mouse,Sudeste,4,110.85,443.4
2024-03-03,SSD,Sul,3,482.58,1447.73
2024-03-03,SSD,Sudeste,1,537.43,537.43
2024-03-03,Placa de Vídeo,Centro-Oeste,4,1777.56,7110.25
2024-03-03,SSD,Norte,5,490.84,2454.22
2024-03-03,Mouse,Sul,9,109.51,985.57
2024-03-03,Placa de Vídeo,Norte,5,1870.86,9354.28
2024-03-03,SSD,Norte,4,521.65,2086.6
2024-03-04,Placa de Vídeo,Sul,2,1814.74,3629.47
2024-03-04,SSD,Centro-Oeste,4,466.17,1864.67
2024-03-04,SSD,Norte,6,478.63,2871.81
2024-03-04,Mouse,Nordeste,4,125.94,503.77
2024-03-04,Placa de Vídeo,Centro-Oeste,5,1619.16,8095.82
2024-03-04,Mouse,Norte,8,113.91,911.25
2024-03-04,SSD,Centro-Oeste,6,425.33,2551.96
2024-03-04,SSD,Sudeste,5,503.22,2516.08
2024-03-04,SSD,Sudeste,7,502.84,3519.9
2024-03-04,SSD,Norte,6,435.97,2615.8
2024-03-04,SSD,Sul,1,361.27,361.27
2024-03-05,Mouse,Nordeste,7,123.4,863.8
2024-03-05,Placa de Vídeo,Nordeste,1,1743.84,1743.84
2024-03-05,Mouse,Sudeste,10,144.37,1443.73
2024-03-05,SSD,Norte,4,502.12,2008.47
2024-03-05,Mouse,Nordeste,8,127.56,1020.49
2024-03-05,SSD,Sul,7,481.65,3371.52
2024-03-05,Mouse,Centro-Oeste,4,99.08,396.33
2024-03-05,Placa de Vídeo,Centro-Oeste,2,1905.39,3810.78
2024-03-05,Mouse,Centro-Oeste,9,109.9,989.11
2024-03-05,Placa de Vídeo,Sudeste,3,1735.94,5207.82
2024-03-05,Mouse,Sul,7,130.36,912.5
2024-03-05,Placa de Vídeo,Sul,3,1826.56,5479.69
2024-03-06,Placa de Vídeo,Nordeste,2,1872.27,3744.54
2024-03-06,Placa de Vídeo,Sul,3,1849.66,5548.98
2024-03-06,Placa de Vídeo,Norte,10,1794.69,17946.89
2024-03-06,Mouse,Nordeste,6,111.74,670.41
2024-03-06,SSD,Sudeste,3,455.29,1365.86
2024-03-06,Mouse,Norte,6,118.28,709.68
2024-03-06,Placa de Vídeo,Nordeste,2,1692.98,3385.96
2024-03-07,Mouse,Centro-Oeste,9,145.79,1312.07
2024-03-07,Mouse,Sul,5,121.1,605.52
2024-03-07,SSD,Nordeste,6,444.49,2666.96
2024-03-07,Placa de Vídeo,Centro-Oeste,2,1731.63,3463.26
2024-03-07,SSD,Nordeste,5,480.57,2402.86
2024-03-07,Placa de Vídeo,Sul,7,1772.25,12405.72
2024-03-08,Placa de Vídeo,Centro-Oeste,4,1929.13,7716.51
2024-03-08,SSD,Sul,1,487.59,487.59
2024-03-08,SSD,Nordeste,2,499.72,999.43
2024-03-08,SSD,Sudeste,5,483.31,2416.56
2024-03-08,SSD,Sudeste,8,483.87,3870.96
2024-03-08,SSD,Norte,8,449.72,3597.72
2024-03-08,SSD,Norte,8,457.13,3657.02
2024-03-08,Mouse,Norte,6,142.23,853.38
2024-03-08,Placa de Vídeo,Nordeste,3,1771.68,5315.03
2024-03-08,Mouse,Centro-Oeste,2,117.32,234.64
2024-03-08,Placa de Vídeo,Sul,5,1615.37,8076.86
2024-03-08,Placa de Vídeo,Nordeste,3,1759.29,5277.87
2024-03-09,SSD,Sudeste,5,454.8,2274.02
2024-03-09,Placa de Vídeo,Nordeste,2,1878.88,3757.76
2024-03-09,Mouse,Nordeste,9,123.95,1115.52
2024-03-09,Mouse,Norte,3,121.22,363.66
2024-03-09,SSD,Norte,5,448.48,2242.42
2024-03-09,Placa de Vídeo,Norte,3,1596.7,4790.1
2024-03-09,Mouse,Sul,5,151.69,758.43
2024-03-10,SSD,Norte,1,387.17,387.17
2024-03-10,SSD,Centro-Oeste,6,472.83,2836.97
2024-03-10,SSD,Norte,2,454.58,909.16
2024-03-10,Placa de Vídeo,Sudeste,5,1818.08,9090.39
2024-03-10,Mouse,Sudeste,5,105.08,525.42
2024-03-10,Mouse,Sul,8,123.74,989.95
2024-03-10,Placa de Vídeo,Sudeste,8,1867.98,14943.86
2024-03-11,Placa de Vídeo,Sul,1,1813.75,1813.75
2024-03-11,SSD,Centro-Oeste,4,491.41,1965.65
2024-03-11,Mouse,Sul,4,101.84,407.38
2024-03-11,SSD,Norte,6,435.8,2614.77
2024-03-11,SSD,Sudeste,7,466.59,3266.15
2024-03-11,SSD,Centro-Oeste,4,458.58,1834.33
2024-03-11,SSD,Nordeste,4,519.9,2079.61
2024-03-11,Placa de Vídeo,Sudeste,4,1950.96,7803.85
2024-03-11,Mouse,Norte,3,139.73,419.2
2024-03-11,SSD,Sul,2,454.41,908.82
2024-03-11,Placa de Vídeo,Sul,4,1861.68,7446.7
2024-03-11,SSD,Sudeste,2,471.96,943.92
2024-03-11,SSD,Norte,2,462.99,925.98
2024-03-11,Placa de Vídeo,Nordeste,4,1615.5,6462.0
2024-03-12,Placa de Vídeo,Nordeste,2,1878.56,3757.12
2024-03-12,Placa de Vídeo,Sudeste,4,1704.45,6817.81
2024-03-12,Mouse,Nordeste,5,125.54,627.7
2024-03-12,Placa de Vídeo,Sudeste,3,1833.45,5500.34
2024-03-12,SSD,Sudeste,4,477.02,1908.06
2024-03-13,Placa de Vídeo,Centro-Oeste,2,1779.99,3559.98
2024-03-13,SSD,Sudeste,5,426.3,2131.5
2024-03-13,Placa de Vídeo,Sudeste,5,1966.37,9831.87
2024-03-13,SSD,Nordeste,2,462.21,924.42
2024-03-13,SSD,Norte,4,447.1,1788.42
2024-03-13,Mouse,Nordeste,5,135.39,676.96
2024-03-13,SSD,Norte,5,505.94,2529.71
2024-03-13,SSD,Norte,2,513.87,1027.75
2024-03-13,SSD,Nordeste,2,490.41,980.81
2024-03-14,Placa de Vídeo,Nordeste,4,1678.93,6715.73
2024-03-14,SSD,Centro-Oeste,4,520.52,2082.08
2024-03-14,Placa de Vídeo,Nordeste,3,1787.54,5362.61
2024-03-14,Placa de Vídeo,Sul,5,1913.86,9569.31
2024-03-14,Placa de Vídeo,Sul,3,1684.9,5054.7
2024-03-14,SSD,Nordeste,6,469.63,2817.76
2024-03-14,Placa de Vídeo,Sudeste,5,1846.13,9230.63
2024-03-14,Mouse,Centro-Oeste,7,117.21,820.48
2024-03-14,Mouse,Nordeste,5,96.01,480.05
2024-03-14,Placa de Vídeo,Nordeste,4,2018.51,8074.04
2024-03-14,SSD,Nordeste,7,422.53,2957.72
2024-03-14,SSD,Norte,3,470.36,1411.08
2024-03-15,Mouse,Centro-Oeste,3,121.38,364.13
2024-03-15,Mouse,Sul,5,132.38,661.88
2024-03-15,Mouse,Sul,9,129.79,1168.12
2024-03-15,Placa de Vídeo,Nordeste,4,1689.83,6759.32
2024-03-15,SSD,Sudeste,6,472.9,2837.39
2024-03-15,Placa de Vídeo,Sudeste,5,1989.6,9948.02
2024-03-15,SSD,Nordeste,9,445.03,4005.3
2024-03-15,Mouse,Sudeste,3,138.85,416.55
2024-03-15,Placa de Vídeo,Sul,3,1797.16,5391.49
2024-03-15,Placa de Vídeo,Sul,4,1810.2,7240.78
2024-03-15,SSD,Norte,7,467.53,3272.73
2024-03-15,Mouse,Sudeste,9,122.78,1104.99
2024-03-15,Mouse,Sul,3,98.24,294.72
2024-03-16,Mouse,Nordeste,6,118.47,710.81
2024-03-16,SSD,Nordeste,5,489.6,2447.99
2024-03-16,Placa de Vídeo,Sul,3,1711.86,5135.57
2024-03-16,SSD,Sul,4,506.17,2024.67
2024-03-16,SSD,Sul,5,463.04,2315.18
2024-03-16,SSD,Nordeste,7,514.83,3603.84
2024-03-16,Placa de Vídeo,Nordeste,5,1692.35,8461.76
2024-03-16,Mouse,Nordeste,7,112.81,789.66
2024-03-16,SSD,Centro-Oeste,3,480.4,1441.2
2024-03-16,Mouse,Sul,6,114.09,684.53
2024-03-16,Mouse,Centro-Oeste,8,114.49,915.94
2024-03-17,Placa de Vídeo,Sudeste,6,1781.67,10690.0
2024-03-17,Mouse,Sudeste,6,99.77,598.59
2024-03-17,Mouse,Sul,8,115.37,922.98
2024-03-17,Placa de Vídeo,Sul,3,1887.47,5662.42
2024-03-17,SSD,Sudeste,4,463.72,1854.87
2024-03-17,SSD,Sul,5,474.39,2371.97
2024-03-17,Mouse,Nordeste,4,88.81,355.22
2024-03-17,Placa de Vídeo,Nordeste,6,1761.5,10568.98
2024-03-17,Mouse,Centro-Oeste,1,91.98,91.98
2024-03-17,Placa de Vídeo,Norte,3,1893.25,5679.75
2024-03-17,Mouse,Norte,3,123.3,369.9
2024-03-18,SSD,Centro-Oeste,5,499.96,2499.8
2024-03-18,SSD,Norte,8,489.35,3914.79
2024-03-18,Placa de Vídeo,Centro-Oeste,4,1922.55,7690.19
2024-03-18,Placa de Vídeo,Sudeste,6,1781.66,10689.95
2024-03-18,Mouse,Centro-Oeste,6,94.47,566.83
2024-03-18,SSD,Norte,7,427.55,2992.83
2024-03-18,Placa de Vídeo,Norte,3,1619.3,4857.89
2024-03-18,Placa de Vídeo,Nordeste,8,1772.52,14180.12
2024-03-18,Placa de Vídeo,Sul,2,1905.15,3810.3
2024-03-18,Mouse,Nordeste,8,128.54,1028.32
2024-03-18,SSD,Norte,5,480.49,2402.43
2024-03-18,SSD,Nordeste,4,431.85,1727.42
2024-03-18,Mouse,Nordeste,7,112.56,787.91
2024-03-19,Mouse,Sudeste,6,133.21,799.24
2024-03-19,SSD,Sul,4,450.16,1800.64
2024-03-19,Placa de Vídeo,Sudeste,3,1859.25,5577.74
2024-03-19,SSD,Sudeste,6,534.84,3209.05
2024-03-19,Mouse,Sudeste,3,116.58,349.73
2024-03-19,SSD,Nordeste,4,422.91,1691.65
2024-03-19,Placa de Vídeo,Centro-Oeste,2,1924.98,3849.96
2024-03-19,SSD,Nordeste,8,412.82,3302.55
2024-03-19,Mouse,Sudeste,3,121.08,363.25
2024-03-19,Mouse,Norte,5,121.39,606.93
2024-03-19,Placa de Vídeo,Sul,4,1739.97,6959.89
2024-03-19,Mouse,Nordeste,11,117.25,1289.76
2024-03-19,Mouse,Sul,4,119.7,478.81
2024-03-20,Mouse,Centro-Oeste,5,143.72,718.6
2024-03-20,Mouse,Sudeste,7,113.9,797.3
2024-03-20,SSD,Centro-Oeste,4,521.97,2087.88
2024-03-20,Mouse,Nordeste,3,132.88,398.65
2024-03-20,Placa de Vídeo,Centro-Oeste,1,1836.43,1836.43
2024-03-20,Placa de Vídeo,Norte,3,1686.19,5058.57
2024-03-20,Mouse,Nordeste,4,126.92,507.69
2024-03-20,SSD,Sudeste,8,502.04,4016.3
2024-03-20,SSD,Nordeste,3,411.09,1233.27
2024-03-20,Placa de Vídeo,Sul,4,1840.66,7362.65
2024-03-20,SSD,Sul,2,536.95,1073.9
2024-03-20,Placa de Vídeo,Norte,2,1625.53,3251.07
2024-03-21,Placa de Vídeo,Sudeste,3,1752.21,5256.64
2024-03-21,Placa de Vídeo,Sul,6,1687.73,10126.36
2024-03-21,Placa de Vídeo,Nordeste,1,1647.97,1647.97
2024-03-21,Mouse,Centro-Oeste,3,134.22,402.66
2024-03-21,Mouse,Sul,7,111.13,777.89
2024-03-21,Placa de Vídeo,Norte,5,1702.45,8512.27
2024-03-22,SSD,Nordeste,2,429.56,859.12
2024-03-22,Mouse,Sudeste,8,81.7,653.57
2024-03-22,Mouse,Sul,5,158.15,790.76
2024-03-22,SSD,Nordeste,6,409.75,2458.51
2024-03-22,SSD,Norte,7,440.52,3083.65
2024-03-22,Mouse,Nordeste,7,121.96,853.72
2024-03-22,SSD,Sul,3,443.79,1331.36
2024-03-22,Placa de Vídeo,Nordeste,5,1601.6,8007.98
2024-03-22,Placa de Vídeo,Sudeste,4,1878.57,7514.3
2024-03-22,SSD,Nordeste,4,504.17,2016.69
2024-03-22,SSD,Sul,6,497.17,2983.02
2024-03-22,Mouse,Norte,4,150.04,600.16
2024-03-23,Placa de Vídeo,Sul,2,1771.16,3542.33
2024-03-23,Mouse,Sudeste,5,132.69,663.43
2024-03-23,SSD,Sudeste,10,429.76,4297.59
2024-03-23,Mouse,Norte,3,105.85,317.56
2024-03-23,SSD,Sudeste,2,455.43,910.87
2024-03-23,Mouse,Norte,4,119.21,476.85
2024-03-23,Placa de Vídeo,Sul,7,1930.33,13512.34
2024-03-23,SSD,Sudeste,5,454.41,2272.06
2024-03-23,SSD,Centro-Oeste,3,509.48,1528.43
2024-03-23,SSD,Norte,4,405.75,1622.99
2024-03-23,Mouse,Sudeste,5,129.4,646.98
2024-03-24,SSD,Nordeste,3,446.8,1340.41
2024-03-24,Placa de Vídeo,Norte,1,1676.75,1676.75
2024-03-24,SSD,Nordeste,7,422.62,2958.34
2024-03-24,Mouse,Nordeste,1,150.14,150.14
2024-03-24,Mouse,Sul,11,131.72,1448.94
2024-03-24,SSD,Norte,4,462.69,1850.76
2024-03-24,Placa de Vídeo,Centro-Oeste,7,1735.54,12148.8
2024-03-24,Placa de Vídeo,Nordeste,1,1740.31,1740.31
2024-03-24,Mouse,Centro-Oeste,3,94.88,284.65
2024-03-24,SSD,Sul,6,457.37,2744.23
2024-03-24,SSD,Sudeste,6,433.2,2599.19
2024-03-24,Placa de Vídeo,Sudeste,2,1698.79,3397.58
2024-03-24,SSD,Sul,4,533.83,2135.3
2024-03-24,Placa de Vídeo,Sudeste,2,1784.13,3568.27
2024-03-25,Mouse,Sul,6,123.26,739.58
2024-03-25,Placa de Vídeo,Norte,3,1789.82,5369.45
2024-03-25,Mouse,Centro-Oeste,6,134.5,807.01
2024-03-25,SSD,Sul,4,463.56,1854.25
2024-03-25,SSD,Sul,2,463.62,927.24
2024-03-25,Mouse,Nordeste,11,114.11,1255.23
2024-03-25,SSD,Sul,6,458.45,2750.71
2024-03-25,SSD,Sudeste,7,404.86,2834.03
2024-03-25,SSD,Sudeste,3,483.24,1449.73
2024-03-25,SSD,Nordeste,6,477.36,2864.14
2024-03-25,SSD,Norte,5,485.44,2427.18
2024-03-25,SSD,Sudeste,7,386.98,2708.89
2024-03-25,SSD,Nordeste,7,440.12,3080.81
2024-03-25,Mouse,Sul,2,130.29,260.58
2024-03-26,SSD,Norte,8,363.85,2910.81
2024-03-26,Placa de Vídeo,Norte,4,1720.29,6881.15
2024-03-26,Mouse,Norte,6,120.61,723.68
2024-03-26,Mouse,Norte,5,104.62,523.1
2024-03-26,SSD,Nordeste,2,472.37,944.75
2024-03-26,Mouse,Nordeste,10,136.49,1364.92
2024-03-26,SSD,Nordeste,5,442.45,2212.26
2024-03-26,Mouse,Norte,5,109.46,547.3
2024-03-27,Mouse,Sudeste,6,91.42,548.52
2024-03-27,SSD,Nordeste,4,468.54,1874.17
2024-03-27,Mouse,Sudeste,10,130.76,1307.57
2024-03-27,Placa de Vídeo,Nordeste,4,1829.67,7318.66
2024-03-27,SSD,Sul,5,401.19,2005.95
2024-03-27,SSD,Norte,5,407.12,2035.59
2024-03-28,SSD,Centro-Oeste,2,502.09,1004.19
2024-03-28,SSD,Centro-Oeste,2,474.18,948.35
2024-03-28,Placa de Vídeo,Norte,3,1637.19,4911.56
2024-03-28,Mouse,Norte,8,145.3,1162.36
2024-03-28,Mouse,Centro-Oeste,5,110.44,552.19
2024-03-28,Mouse,Sudeste,7,139.75,978.27
2024-03-28,Placa de Vídeo,Norte,5,1777.36,8886.79
2024-03-28,Placa de Vídeo,Norte,8,1756.49,14051.94
2024-03-29,Placa de Vídeo,Nordeste,6,1877.3,11263.8
2024-03-29,Mouse,Sul,2,112.67,225.33
2024-03-29,Mouse,Norte,7,110.76,775.35
2024-03-29,SSD,Sudeste,7,390.7,2734.92
2024-03-29,Mouse,Norte,6,114.36,686.17
2024-03-29,Mouse,Norte,6,117.64,705.87
2024-03-29,SSD,Norte,4,401.59,1606.37
2024-03-29,SSD,Sul,6,476.97,2861.79
2024-03-29,SSD,Centro-Oeste,2,399.45,798.9
2024-03-29,Mouse,Nordeste,4,99.44,397.77
2024-03-29,SSD,Sudeste,4,536.39,2145.56
2024-03-30,SSD,Sul,7,375.54,2628.78
2024-03-30,Mouse,Sudeste,4,136.3,545.21
2024-03-30,Mouse,Centro-Oeste,5,109.85,549.23
2024-03-30,Placa de Vídeo,Norte,4,1667.46,6669.85
2024-03-30,SSD,Sul,8,346.15,2769.22
2024-03-30,Placa de Vídeo,Nordeste,5,2063.79,10318.94
2024-03-30,SSD,Centro-Oeste,6,462.07,2772.45
2024-03-30,SSD,Nordeste,5,481.87,2409.37
2024-03-30,SSD,Norte,7,419.02,2933.13
2024-03-31,SSD,Sul,3,486.79,1460.38
2024-03-31,SSD,Sudeste,5,490.76,2453.78
2024-03-31,Mouse,Nordeste,4,109.16,436.63
2024-03-31,Mouse,Sudeste,4,114.76,459.04
2024-03-31,Mouse,Sudeste,10,118.97,1189.73
2024-03-31,Mouse,Centro-Oeste,4,120.43,481.73
2024-03-31,Mouse,Nordeste,3,139.77,419.32
2024-03-31,Placa de Vídeo,Sudeste,2,1664.18,3328.37
2024-03-31,Mouse,Sudeste,2,113.52,227.04
2024-03-31,Mouse,Nordeste,7,147.11,1029.8
2024-03-31,SSD,Centro-Oeste,2,370.32,740.65
2024-03-31,Placa de Vídeo,Sul,2,1671.67,3343.33
2024-03-31,Mouse,Sudeste,6,133.62,801.72
2024-04-01,Mouse,Sul,10,127.6,1275.96
2024-04-01,Mouse,Centro-Oeste,8,142.5,1139.97
2024-04-01,Placa de Vídeo,Sudeste,6,1745.16,10470.95
2024-04-01,Mouse,Centro-Oeste,6,125.19,751.15
2024-04-01,Placa de Vídeo,Sul,7,1919.12,13433.87
2024-04-01,SSD,Sul,3,416.91,1250.72
2024-04-01,SSD,Norte,2,515.93,1031.85
2024-04-01,SSD,Sul,4,480.62,1922.48
2024-04-01,Mouse,Nordeste,7,102.77,719.39
2024-04-01,Mouse,Nordeste,6,103.14,618.84
2024-04-01,Placa de Vídeo,Sudeste,5,1723.4,8616.98
2024-04-01,SSD,Sudeste,5,431.55,2157.75
2024-04-02,Placa de Vídeo,Sul,3,1783.17,5349.51
2024-04-02,SSD,Sudeste,12,473.96,5687.57
2024-04-02,Placa de Vídeo,Sul,3,1829.5,5488.5
2024-04-02,SSD,Sul,3,402.06,1206.18
2024-04-02,Mouse,Centro-Oeste,5,137.78,688.88
2024-04-02,SSD,Centro-Oeste,5,399.19,1995.94
2024-04-02,Placa de Vídeo,Sul,3,1692.11,5076.32
2024-04-02,SSD,Sudeste,5,424.34,2121.68
2024-04-02,Placa de Vídeo,Sudeste,1,1831.44,1831.44
2024-04-02,Placa de Vídeo,Norte,1,1881.26,1881.26
2024-04-03,Placa de Vídeo,Nordeste,2,1889.55,3779.11
2024-04-03,Placa de Vídeo,Norte,3,1625.96,4877.89
2024-04-03,Mouse,Centro-Oeste,3,105.36,316.08
2024-04-03,Placa de Vídeo,Sul,2,1866.22,3732.43
2024-04-03,SSD,Nordeste,6,451.96,2711.74
2024-04-03,Placa de Vídeo,Centro-Oeste,3,1801.17,5403.52
2024-04-03,Placa de Vídeo,Nordeste,3,1920.89,5762.66
2024-04-03,SSD,Norte,9,490.84,4417.58
2024-04-03,SSD,Norte,7,474.72,3323.06
2024-04-03,Mouse,Norte,3,125.76,377.29
2024-04-03,Placa de Vídeo,Norte,4,1959.42,7837.67
2024-04-03,SSD,Sul,4,454.14,1816.57
2024-04-03,SSD,Nordeste,7,398.42,2788.95
2024-04-04,Mouse,Nordeste,4,120.88,483.51
2024-04-04,Placa de Vídeo,Norte,4,1876.75,7506.99
2024-04-04,Placa de Vídeo,Centro-Oeste,5,1799.83,8999.14
2024-04-04,Placa de Vídeo,Centro-Oeste,7,1708.1,11956.73
2024-04-04,SSD,Norte,3,429.99,1289.97
2024-04-04,Placa de Vídeo,Centro-Oeste,1,1768.56,1768.56
2024-04-04,SSD,Nordeste,5,386.18,1930.89
2024-04-04,Mouse,Sul,6,129.88,779.3
2024-04-04,Mouse,Norte,9,136.27,1226.45
2024-04-04,Placa de Vídeo,Sudeste,4,1826.08,7304.33
2024-04-04,SSD,Centro-Oeste,6,469.23,2815.38
2024-04-05,Mouse,Sul,6,130.73,784.37
2024-04-05,SSD,Sudeste,8,447.96,3583.64
2024-04-05,Mouse,Norte,6,115.94,695.66
2024-04-05,Placa de Vídeo,Sudeste,1,1689.53,1689.53
2024-04-05,Mouse,Norte,4,130.95,523.82
2024-04-05,Placa de Vídeo,Centro-Oeste,7,1824.1,12768.7
2024-04-05,Mouse,Centro-Oeste,4,118.26,473.05
2024-04-05,Placa de Vídeo,Norte,6,1837.38,11024.27
2024-04-06,Mouse,Nordeste,6,100.95,605.69
